call_id,put_id,date_entry,date_exit,expiration,dte,stock_price_entry,stock_price_exit,call_delta_entry,put_delta_entry,strangle_price_entry,strangle_price_exit,short_strangle_dollar_pnl,short_strangle_pct_pnl
SPY210503C00423000,SPY210503P00411000,2021-04-26,2021-05-03,2021-05-03,7,417.73,418.27,0.19192,-0.19101,1.46,0.01,1.45,0.9932
SPY210505C00423000,SPY210505P00411000,2021-04-28,2021-05-05,2021-05-05,7,417.88,416.02,0.17608,-0.18592,1.33,0.02,1.31,0.985
SPY210507C00422000,SPY210507P00409000,2021-04-30,2021-05-07,2021-05-07,7,416.52,422.36,0.19964,-0.20439,1.665,0.57,1.095,0.6577
SPY210510C00423000,SPY210510P00411000,2021-05-03,2021-05-10,2021-05-10,7,418.27,419.58,0.19429,-0.20767,1.495,0.01,1.485,0.9933
SPY210512C00422000,SPY210512P00409000,2021-05-05,2021-05-12,2021-05-12,7,416.02,406.46,0.17283,-0.20878,1.79,2.64,-0.85,-0.4749
SPY210514C00427000,SPY210514P00415000,2021-05-07,2021-05-14,2021-05-14,7,422.36,416.74,0.18317,-0.20644,1.46,0.08,1.38,0.9452
SPY210517C00425000,SPY210517P00413000,2021-05-10,2021-05-17,2021-05-17,7,419.58,415.45,0.20458,-0.20962,1.93,0.02,1.91,0.9896
SPY210519C00416000,SPY210519P00394000,2021-05-12,2021-05-19,2021-05-19,7,406.46,409.21,0.20276,-0.20369,3.16,0.01,3.15,0.9968
SPY210521C00423000,SPY210521P00407000,2021-05-14,2021-05-21,2021-05-21,7,416.74,415.01,0.18688,-0.19439,1.98,0.01,1.97,0.9949
SPY210524C00422000,SPY210524P00407000,2021-05-17,2021-05-24,2021-05-24,7,415.45,419.74,0.18668,-0.20442,1.955,0.01,1.945,0.9949
SPY210526C00416000,SPY210526P00399000,2021-05-19,2021-05-26,2021-05-26,7,409.21,418.85,0.21645,-0.20034,2.57,2.88,-0.31,-0.1206
SPY210528C00421000,SPY210528P00406000,2021-05-21,2021-05-28,2021-05-28,7,415.01,420.61,0.20827,-0.19335,1.96,0.11,1.85,0.9439
SPY210601C00423000,SPY210601P00412000,2021-05-25,2021-06-01,2021-06-01,7,418.33,419.71,0.19896,-0.20831,1.57,0.01,1.56,0.9936
SPY210602C00423000,SPY210602P00413000,2021-05-26,2021-06-02,2021-06-02,7,418.85,419.85,0.21891,-0.19457,1.5,0.01,1.49,0.9933
SPY210604C00425000,SPY210604P00415000,2021-05-28,2021-06-04,2021-06-04,7,420.61,422.67,0.17543,-0.18696,1.1,0.02,1.08,0.9818
SPY210609C00424000,SPY210609P00414000,2021-06-02,2021-06-09,2021-06-09,7,419.85,421.77,0.20863,-0.20032,1.39,0.01,1.38,0.9928
SPY210611C00427000,SPY210611P00416000,2021-06-04,2021-06-11,2021-06-11,7,422.67,423.68,0.19682,-0.20385,1.12,0.01,1.11,0.9911
SPY210614C00426000,SPY210614P00416000,2021-06-07,2021-06-14,2021-06-14,7,421.89,424.15,0.20639,-0.18444,1.26,0.01,1.25,0.9921
SPY210616C00427000,SPY210616P00413000,2021-06-09,2021-06-16,2021-06-16,7,421.77,422.67,0.21062,-0.20047,1.72,0.02,1.7,0.9884
SPY210618C00428000,SPY210618P00418000,2021-06-11,2021-06-18,2021-06-18,7,423.68,416.67,0.17216,-0.2062,1.595,1.415,0.18,0.1129
SPY210621C00428000,SPY210621P00418000,2021-06-14,2021-06-21,2021-06-21,7,424.15,420.43,0.1977,-0.19762,1.71,0.02,1.69,0.9883
SPY210623C00427000,SPY210623P00415000,2021-06-16,2021-06-23,2021-06-23,7,422.67,423.245,0.18336,-0.19273,2.035,0.02,2.015,0.9902
SPY210625C00422500,SPY210625P00406000,2021-06-18,2021-06-25,2021-06-25,7,416.67,426.46,0.19972,-0.19368,1.89,3.985,-2.095,-1.1085
SPY210628C00425000,SPY210628P00413000,2021-06-21,2021-06-28,2021-06-28,7,420.43,427.24,0.20433,-0.20567,1.71,2.24,-0.53,-0.3099
SPY210630C00427000,SPY210630P00417000,2021-06-23,2021-06-30,2021-06-30,7,423.245,428.42,0.22512,-0.19351,1.42,1.455,-0.035,-0.0246
SPY210702C00430000,SPY210702P00421000,2021-06-25,2021-07-02,2021-07-02,7,426.46,433.71,0.22488,-0.20779,1.4,3.73,-2.33,-1.6643
SPY210706C00431000,SPY210706P00423000,2021-06-29,2021-07-06,2021-07-06,7,427.59,432.98,0.2028,-0.20566,1.12,1.99,-0.87,-0.7768
SPY210707C00432000,SPY210707P00424000,2021-06-30,2021-07-07,2021-07-07,7,428.42,434.57,0.1731,-0.20796,1.06,2.58,-1.52,-1.434
SPY210709C00437000,SPY210709P00429000,2021-07-02,2021-07-09,2021-07-09,7,433.71,435.42,0.21088,-0.20268,1.17,0.02,1.15,0.9829
SPY210714C00439000,SPY210714P00427000,2021-07-07,2021-07-14,2021-07-14,7,434.57,436.43,0.20356,-0.18993,1.33,0.01,1.32,0.9925
SPY210716C00440000,SPY210716P00429000,2021-07-09,2021-07-16,2021-07-16,7,435.42,431.26,0.20367,-0.20554,1.58,0.04,1.54,0.9747
SPY210719C00441000,SPY210719P00431000,2021-07-12,2021-07-19,2021-07-19,7,436.95,422.8,0.2234,-0.21198,1.59,8.195,-6.605,-4.1541
SPY210721C00441000,SPY210721P00431000,2021-07-14,2021-07-21,2021-07-21,7,436.43,433.96,0.20249,-0.21418,1.625,0.02,1.605,0.9877
SPY210723C00437000,SPY210723P00422000,2021-07-16,2021-07-23,2021-07-23,7,431.26,440.04,0.18574,-0.20168,1.78,3.04,-1.26,-0.7079
SPY210726C00431000,SPY210726P00412000,2021-07-19,2021-07-26,2021-07-26,7,422.8,440.51,0.18656,-0.20713,2.645,9.605,-6.96,-2.6314
SPY210728C00439000,SPY210728P00426000,2021-07-21,2021-07-28,2021-07-28,7,433.96,439.64,0.19628,-0.18893,1.55,0.77,0.78,0.5032
SPY210730C00445000,SPY210730P00434000,2021-07-23,2021-07-30,2021-07-30,7,440.04,438.15,0.18778,-0.20618,1.44,0.02,1.42,0.9861
SPY210802C00446000,SPY210802P00434000,2021-07-26,2021-08-02,2021-08-02,7,440.51,437.64,0.17921,-0.19238,1.32,0.01,1.31,0.9924
SPY210804C00444000,SPY210804P00432000,2021-07-28,2021-08-04,2021-08-04,7,439.64,439.65,0.22318,-0.20497,1.53,0.01,1.52,0.9935
SPY210806C00443000,SPY210806P00431000,2021-07-30,2021-08-06,2021-08-06,7,438.15,442.15,0.1933,-0.20272,1.63,0.05,1.58,0.9693
SPY210809C00443000,SPY210809P00430000,2021-08-02,2021-08-09,2021-08-09,7,437.64,442.18,0.19293,-0.19719,1.66,0.03,1.63,0.9819
SPY210811C00444000,SPY210811P00433000,2021-08-04,2021-08-11,2021-08-11,7,439.65,443.49,0.21727,-0.19287,1.5,0.03,1.47,0.98
SPY210813C00446000,SPY210813P00436000,2021-08-06,2021-08-13,2021-08-13,7,442.15,445.68,0.20287,-0.20865,1.31,0.07,1.24,0.9466
SPY210816C00446000,SPY210816P00436000,2021-08-09,2021-08-16,2021-08-16,7,442.18,446.46,0.20013,-0.20064,1.25,0.535,0.715,0.572
SPY210818C00447000,SPY210818P00438000,2021-08-11,2021-08-18,2021-08-18,7,443.49,440.6,0.21482,-0.18966,1.21,0.02,1.19,0.9835
SPY210820C00449000,SPY210820P00441000,2021-08-13,2021-08-20,2021-08-20,7,445.68,443.6,0.21073,-0.21058,1.19,0.02,1.17,0.9832
SPY210823C00450000,SPY210823P00441000,2021-08-16,2021-08-23,2021-08-23,7,446.46,447.6,0.17703,-0.20336,1.12,0.01,1.11,0.9911
SPY210825C00446000,SPY210825P00432000,2021-08-18,2021-08-25,2021-08-25,7,440.6,449.35,0.21361,-0.19518,1.995,3.35,-1.355,-0.6792
SPY210827C00449000,SPY210827P00437000,2021-08-20,2021-08-27,2021-08-27,7,443.6,450.54,0.16972,-0.20766,1.69,1.55,0.14,0.0828
SPY210830C00452000,SPY210830P00441000,2021-08-23,2021-08-30,2021-08-30,7,447.6,452.49,0.18729,-0.19627,1.31,0.56,0.75,0.5725
SPY210901C00453000,SPY210901P00444000,2021-08-25,2021-09-01,2021-09-01,7,449.35,451.96,0.21748,-0.21168,1.385,0.02,1.365,0.9856
SPY210903C00454000,SPY210903P00442000,2021-08-27,2021-09-03,2021-09-03,7,450.54,453.23,0.21217,-0.19427,1.25,0.03,1.22,0.976
SPY210907C00456000,SPY210907P00446000,2021-08-31,2021-09-07,2021-09-07,7,451.7,451.74,0.17649,-0.1891,1.13,0.01,1.12,0.9912
SPY210908C00456000,SPY210908P00446000,2021-09-01,2021-09-08,2021-09-08,7,451.96,450.7,0.16823,-0.18914,1.02,0.01,1.01,0.9902
SPY210910C00457000,SPY210910P00448000,2021-09-03,2021-09-10,2021-09-10,7,453.23,445.96,0.1727,-0.18614,0.98,2.04,-1.06,-1.0816
SPY210915C00455000,SPY210915P00444000,2021-09-08,2021-09-15,2021-09-15,7,450.7,448.32,0.20312,-0.20363,1.53,0.01,1.52,0.9935
SPY210917C00451000,SPY210917P00435000,2021-09-10,2021-09-17,2021-09-17,7,445.96,441.54,0.22675,-0.19655,2.695,0.01,2.685,0.9963
SPY210920C00451000,SPY210920P00436000,2021-09-13,2021-09-20,2021-09-20,7,445.79,432.26,0.18868,-0.19761,2.26,3.84,-1.58,-0.6991
SPY210922C00453000,SPY210922P00443000,2021-09-15,2021-09-22,2021-09-22,7,448.32,438.4,0.17574,-0.21186,2.08,4.605,-2.525,-1.2139
SPY210924C00448000,SPY210924P00431000,2021-09-17,2021-09-24,2021-09-24,7,441.54,444.57,0.2048,-0.19542,2.285,0.01,2.275,0.9956
SPY210927C00442000,SPY210927P00419000,2021-09-20,2021-09-27,2021-09-27,7,432.26,443.07,0.19485,-0.20263,3.24,1.1,2.14,0.6605
SPY210929C00445000,SPY210929P00429000,2021-09-22,2021-09-29,2021-09-29,7,438.4,435.02,0.20372,-0.20801,2.42,0.02,2.4,0.9917
SPY210930C00449000,SPY210930P00434000,2021-09-23,2021-09-30,2021-09-30,7,443.55,430.81,0.21299,-0.20304,1.98,3.26,-1.28,-0.6465
SPY211001C00450000,SPY211001P00435000,2021-09-24,2021-10-01,2021-10-01,7,444.57,434.42,0.18125,-0.19252,1.62,0.825,0.795,0.4907
SPY211004C00448000,SPY211004P00434000,2021-09-27,2021-10-04,2021-10-04,7,443.07,428.95,0.19889,-0.19492,1.52,5.06,-3.54,-2.3289
SPY211006C00443000,SPY211006P00424000,2021-09-29,2021-10-06,2021-10-06,7,435.02,433.99,0.2038,-0.19939,2.605,0.01,2.595,0.9962
SPY211008C00442000,SPY211008P00424000,2021-10-01,2021-10-08,2021-10-08,7,434.42,438.12,0.19089,-0.19852,2.3,0.01,2.29,0.9957
SPY211011C00438000,SPY211011P00418000,2021-10-04,2021-10-11,2021-10-11,7,428.95,435.54,0.18522,-0.20103,2.655,0.02,2.635,0.9925
SPY211013C00442000,SPY211013P00423000,2021-10-06,2021-10-13,2021-10-13,7,433.99,434.8,0.18906,-0.19309,2.325,0.01,2.315,0.9957
SPY211015C00444000,SPY211015P00429000,2021-10-08,2021-10-15,2021-10-15,7,438.12,445.64,0.214,-0.20602,2.13,1.655,0.475,0.223
SPY211018C00442000,SPY211018P00425000,2021-10-11,2021-10-18,2021-10-18,7,435.54,447.27,0.2106,-0.19212,2.16,5.35,-3.19,-1.4769
SPY211020C00442000,SPY211020P00426000,2021-10-13,2021-10-20,2021-10-20,7,434.8,452.07,0.18804,-0.19448,1.96,10.065,-8.105,-4.1352
SPY211022C00451000,SPY211022P00438000,2021-10-15,2021-10-22,2021-10-22,7,445.64,453.15,0.17597,-0.19888,1.38,2.175,-0.795,-0.5761
SPY211025C00452000,SPY211025P00440000,2021-10-18,2021-10-25,2021-10-25,7,447.27,455.3,0.19744,-0.19574,1.45,3.31,-1.86,-1.2828
SPY211027C00457000,SPY211027P00446000,2021-10-20,2021-10-27,2021-10-27,7,452.07,455.12,0.19347,-0.192,1.41,0.025,1.385,0.9823
SPY211029C00457500,SPY211029P00447500,2021-10-22,2021-10-29,2021-10-29,7,453.15,458.725,0.20321,-0.20601,1.41,1.27,0.14,0.0993
SPY211101C00460000,SPY211101P00450000,2021-10-25,2021-11-01,2021-11-01,7,455.3,459.7,0.19364,-0.2155,1.4,0.125,1.275,0.9107
SPY211103C00461000,SPY211103P00448000,2021-10-27,2021-11-03,2021-11-03,7,455.12,464.81,0.17986,-0.19513,1.665,3.83,-2.165,-1.3003
SPY211105C00464000,SPY211105P00450000,2021-10-29,2021-11-05,2021-11-05,7,458.725,468.69,0.18433,-0.19898,1.37,4.7,-3.33,-2.4307
SPY211108C00465000,SPY211108P00453000,2021-11-01,2021-11-08,2021-11-08,7,459.7,468.7,0.20443,-0.19603,1.75,3.715,-1.965,-1.1229
SPY211110C00470000,SPY211110P00458000,2021-11-03,2021-11-10,2021-11-10,7,464.81,463.05,0.19278,-0.20381,1.495,0.025,1.47,0.9833
SPY211112C00474000,SPY211112P00462000,2021-11-05,2021-11-12,2021-11-12,7,468.69,467.18,0.19832,-0.20024,1.595,0.015,1.58,0.9906
SPY211115C00474000,SPY211115P00462000,2021-11-08,2021-11-15,2021-11-15,7,468.7,466.79,0.18848,-0.1966,1.48,0.02,1.46,0.9865
SPY211117C00470000,SPY211117P00454000,2021-11-10,2021-11-17,2021-11-17,7,463.05,468.67,0.18487,-0.19775,1.98,0.015,1.965,0.9924
SPY211119C00472000,SPY211119P00461000,2021-11-12,2021-11-19,2021-11-19,7,467.18,468.91,0.21534,-0.21238,1.71,0.02,1.69,0.9883
SPY211122C00472000,SPY211122P00460000,2021-11-15,2021-11-22,2021-11-22,7,466.79,470.125,0.19267,-0.18766,1.445,0.025,1.42,0.9827
SPY211124C00473000,SPY211124P00462000,2021-11-17,2021-11-24,2021-11-24,7,468.67,469.0,0.22069,-0.18661,1.5,0.02,1.48,0.9867
SPY211126C00473000,SPY211126P00462000,2021-11-19,2021-11-26,2021-11-26,7,468.91,460.452,0.2281,-0.18802,1.515,1.66,-0.145,-0.0957
SPY211129C00474000,SPY211129P00463000,2021-11-22,2021-11-29,2021-11-29,7,470.125,465.32,0.21257,-0.20536,1.53,0.035,1.495,0.9771
SPY211201C00474000,SPY211201P00460000,2021-11-24,2021-12-01,2021-12-01,7,469.0,454.53,0.20303,-0.19692,1.56,5.495,-3.935,-2.5224
SPY211203C00469000,SPY211203P00445000,2021-11-26,2021-12-03,2021-12-03,7,460.452,450.55,0.21124,-0.19521,3.36,0.045,3.315,0.9866
SPY211206C00472000,SPY211206P00455000,2021-11-29,2021-12-06,2021-12-06,7,465.32,458.61,0.188,-0.19561,2.22,0.03,2.19,0.9865
SPY211208C00465000,SPY211208P00437000,2021-12-01,2021-12-08,2021-12-08,7,454.53,469.41,0.20572,-0.19929,3.375,4.39,-1.015,-0.3007
SPY211210C00462000,SPY211210P00432000,2021-12-03,2021-12-10,2021-12-10,7,450.55,470.15,0.20646,-0.19996,4.03,8.15,-4.12,-1.0223
SPY211213C00468000,SPY211213P00445000,2021-12-06,2021-12-13,2021-12-13,7,458.61,468.23,0.19921,-0.2026,2.945,0.55,2.395,0.8132
SPY211215C00476000,SPY211215P00460000,2021-12-08,2021-12-15,2021-12-15,7,469.41,468.744,0.20881,-0.19446,2.03,0.025,2.005,0.9877
SPY211217C00476000,SPY211217P00461000,2021-12-10,2021-12-17,2021-12-17,7,470.15,461.07,0.18179,-0.20518,2.27,0.85,1.42,0.6256
SPY211220C00474000,SPY211220P00459000,2021-12-13,2021-12-20,2021-12-20,7,468.23,454.05,0.19638,-0.19422,2.375,4.97,-2.595,-1.0926
SPY211222C00474000,SPY211222P00460000,2021-12-15,2021-12-22,2021-12-22,7,468.744,466.885,0.20421,-0.20297,2.65,0.015,2.635,0.9943
SPY211223C00473000,SPY211223P00457000,2021-12-16,2021-12-23,2021-12-23,7,466.88,471.94,0.20603,-0.2012,3.06,0.075,2.985,0.9755
SPY211227C00462000,SPY211227P00444000,2021-12-20,2021-12-27,2021-12-27,7,454.05,476.6,0.22431,-0.21131,2.835,14.6,-11.765,-4.1499
SPY211229C00472000,SPY211229P00460000,2021-12-22,2021-12-29,2021-12-29,7,466.885,478.11,0.22204,-0.21227,1.91,6.115,-4.205,-2.2016
SPY220103C00482000,SPY220103P00469000,2021-12-27,2022-01-03,2022-01-03,7,476.6,477.25,0.1935,-0.19523,1.51,0.02,1.49,0.9868
SPY220105C00484000,SPY220105P00471000,2021-12-29,2022-01-05,2022-01-05,7,478.11,470.245,0.17252,-0.18935,1.275,1.065,0.21,0.1647
SPY220107C00482000,SPY220107P00470000,2021-12-31,2022-01-07,2022-01-07,7,476.48,466.84,0.20567,-0.20647,1.57,3.185,-1.615,-1.0287
SPY220110C00482000,SPY220110P00470000,2022-01-03,2022-01-10,2022-01-10,7,477.25,463.74,0.21886,-0.17589,1.53,6.28,-4.75,-3.1046
SPY220112C00476000,SPY220112P00462000,2022-01-05,2022-01-12,2022-01-12,7,470.245,471.295,0.24005,-0.21976,2.53,0.02,2.51,0.9921
SPY220114C00474000,SPY220114P00457500,2022-01-07,2022-01-14,2022-01-14,7,466.84,464.76,0.18232,-0.19575,1.91,0.025,1.885,0.9869
SPY220118C00475000,SPY220118P00460000,2022-01-11,2022-01-18,2022-01-18,7,469.09,455.96,0.21807,-0.20178,2.2,4.045,-1.845,-0.8386
SPY220119C00478000,SPY220119P00464000,2022-01-12,2022-01-19,2022-01-19,7,471.295,453.973,0.18272,-0.21942,1.92,10.015,-8.095,-4.2161
SPY220121C00472000,SPY220121P00455000,2022-01-14,2022-01-21,2022-01-21,7,464.76,439.71,0.18299,-0.19633,2.055,15.27,-13.215,-6.4307
SPY220126C00464000,SPY220126P00442000,2022-01-19,2022-01-26,2022-01-26,7,453.973,432.6,0.18895,-0.19873,2.835,9.45,-6.615,-2.3333
SPY220128C00454000,SPY220128P00422000,2022-01-21,2022-01-28,2022-01-28,7,439.71,438.7,0.19317,-0.1958,3.71,0.02,3.69,0.9946
SPY220131C00452000,SPY220131P00418000,2022-01-24,2022-01-31,2022-01-31,7,436.26,448.27,0.19075,-0.20684,4.53,0.035,4.495,0.9923
SPY220202C00447000,SPY220202P00415000,2022-01-26,2022-02-02,2022-02-02,7,432.6,457.6,0.20556,-0.19971,4.69,10.59,-5.9,-1.258
SPY220204C00451000,SPY220204P00424000,2022-01-28,2022-02-04,2022-02-04,7,438.7,450.54,0.18825,-0.19369,3.51,0.605,2.905,0.8276
SPY220207C00458000,SPY220207P00435000,2022-01-31,2022-02-07,2022-02-07,7,448.27,447.258,0.20933,-0.19391,3.14,0.02,3.12,0.9936
SPY220209C00466000,SPY220209P00448000,2022-02-02,2022-02-09,2022-02-09,7,457.6,456.81,0.18873,-0.21718,2.605,0.015,2.59,0.9942
SPY220211C00460000,SPY220211P00439000,2022-02-04,2022-02-11,2022-02-11,7,450.54,440.61,0.19187,-0.1985,2.8,0.685,2.115,0.7554
SPY220214C00456000,SPY220214P00436000,2022-02-07,2022-02-14,2022-02-14,7,447.258,438.68,0.20545,-0.19876,2.75,0.14,2.61,0.9491
SPY220216C00465000,SPY220216P00446000,2022-02-09,2022-02-16,2022-02-16,7,456.81,447.25,0.20065,-0.19623,2.425,0.225,2.2,0.9072
SPY220218C00453000,SPY220218P00425000,2022-02-11,2022-02-18,2022-02-18,7,440.61,435.32,0.19079,-0.20181,3.695,0.015,3.68,0.9959
SPY220222C00454000,SPY220222P00432000,2022-02-15,2022-02-22,2022-02-22,7,444.51,430.26,0.19088,-0.19962,2.835,1.955,0.88,0.3104
SPY220223C00455000,SPY220223P00437000,2022-02-16,2022-02-23,2022-02-23,7,447.25,422.26,0.2021,-0.20605,2.7,14.765,-12.065,-4.4685
SPY220225C00446000,SPY220225P00421000,2022-02-18,2022-02-25,2022-02-25,7,435.32,437.04,0.20969,-0.19569,3.325,0.025,3.3,0.9925
SPY220302C00435000,SPY220302P00408000,2022-02-23,2022-03-02,2022-03-02,7,422.26,438.95,0.20045,-0.20445,3.775,3.96,-0.185,-0.049
SPY220304C00447000,SPY220304P00423000,2022-02-25,2022-03-04,2022-03-04,7,437.04,430.8,0.19734,-0.20456,3.355,0.025,3.33,0.9925
SPY220307C00446000,SPY220307P00419000,2022-02-28,2022-03-07,2022-03-07,7,434.49,420.76,0.21054,-0.20358,3.935,0.29,3.645,0.9263
SPY220309C00450000,SPY220309P00424000,2022-03-02,2022-03-09,2022-03-09,7,438.95,428.71,0.19953,-0.20319,3.61,0.04,3.57,0.9889
SPY220311C00443000,SPY220311P00415000,2022-03-04,2022-03-11,2022-03-11,7,430.8,420.95,0.20302,-0.20347,3.875,0.02,3.855,0.9948
SPY220314C00435000,SPY220314P00404000,2022-03-07,2022-03-14,2022-03-14,7,420.76,416.8,0.19483,-0.19938,4.085,0.02,4.065,0.9951
SPY220316C00442000,SPY220316P00413000,2022-03-09,2022-03-16,2022-03-16,7,428.71,432.99,0.19405,-0.20002,4.095,0.02,4.075,0.9951
SPY220318C00433000,SPY220318P00405000,2022-03-11,2022-03-18,2022-03-18,7,420.95,444.4,0.2078,-0.20008,4.095,11.36,-7.265,-1.7741
SPY220321C00430000,SPY220321P00401000,2022-03-14,2022-03-21,2022-03-21,7,416.8,442.7,0.19051,-0.20646,4.21,12.72,-8.51,-2.0214
SPY220323C00442000,SPY220323P00420000,2022-03-16,2022-03-23,2022-03-23,7,432.99,445.54,0.20427,-0.20235,3.725,3.55,0.175,0.047
SPY220325C00454000,SPY220325P00433000,2022-03-18,2022-03-25,2022-03-25,7,444.4,451.09,0.18879,-0.20336,2.77,0.02,2.75,0.9928
SPY220328C00452000,SPY220328P00432000,2022-03-21,2022-03-28,2022-03-28,7,442.7,454.82,0.20815,-0.20723,3.05,2.83,0.22,0.0721
SPY220330C00455000,SPY220330P00434000,2022-03-23,2022-03-30,2022-03-30,7,445.54,457.67,0.1903,-0.20576,2.625,2.67,-0.045,-0.0171
SPY220331C00458000,SPY220331P00438000,2022-03-24,2022-03-31,2022-03-31,7,449.4,454.47,0.19706,-0.20267,2.51,0.045,2.465,0.9821
SPY220401C00459000,SPY220401P00441000,2022-03-25,2022-04-01,2022-04-01,7,451.09,450.54,0.19507,-0.19759,2.345,0.02,2.325,0.9915
SPY220404C00462000,SPY220404P00446000,2022-03-28,2022-04-04,2022-04-04,7,454.82,455.94,0.19478,-0.19591,2.135,0.02,2.115,0.9906
SPY220406C00465000,SPY220406P00448000,2022-03-30,2022-04-06,2022-04-06,7,457.67,446.82,0.21068,-0.19954,2.29,1.475,0.815,0.3559
SPY220408C00458000,SPY220408P00442000,2022-04-01,2022-04-08,2022-04-08,7,450.54,448.66,0.18807,-0.1908,1.925,0.02,1.905,0.9896
SPY220411C00462000,SPY220411P00448000,2022-04-04,2022-04-11,2022-04-11,7,455.94,440.13,0.21085,-0.21142,1.87,7.675,-5.805,-3.1043
SPY220413C00455000,SPY220413P00436000,2022-04-06,2022-04-13,2022-04-13,7,446.82,443.928,0.19741,-0.19041,2.395,0.015,2.38,0.9937
SPY220414C00459000,SPY220414P00441000,2022-04-07,2022-04-14,2022-04-14,7,450.2,438.92,0.19485,-0.2069,2.46,2.125,0.335,0.1362
SPY220418C00448000,SPY220418P00430000,2022-04-11,2022-04-18,2022-04-18,7,440.13,436.185,0.20991,-0.19744,2.49,0.02,2.47,0.992
SPY220420C00451000,SPY220420P00435000,2022-04-13,2022-04-20,2022-04-20,7,443.928,445.69,0.19416,-0.19781,2.065,0.02,2.045,0.9903
SPY220425C00445000,SPY220425P00426000,2022-04-18,2022-04-25,2022-04-25,7,436.185,427.92,0.19337,-0.19798,2.44,0.175,2.265,0.9283
SPY220427C00454000,SPY220427P00437000,2022-04-20,2022-04-27,2022-04-27,7,445.69,418.04,0.1922,-0.20858,2.41,18.945,-16.535,-6.861
SPY220429C00440000,SPY220429P00415000,2022-04-22,2022-04-29,2022-04-29,7,428.6,413.832,0.18807,-0.19861,3.24,1.595,1.645,0.5077
SPY220502C00439000,SPY220502P00415000,2022-04-25,2022-05-02,2022-05-02,7,427.92,412.5,0.20628,-0.20267,3.53,2.715,0.815,0.2309
SPY220504C00431000,SPY220504P00402000,2022-04-27,2022-05-04,2022-05-04,7,418.04,428.43,0.2078,-0.20017,4.075,0.115,3.96,0.9718
SPY220506C00428000,SPY220506P00397000,2022-04-29,2022-05-06,2022-05-06,7,413.832,410.96,0.19646,-0.1967,4.26,0.02,4.24,0.9953
SPY220509C00427000,SPY220509P00396000,2022-05-02,2022-05-09,2022-05-09,7,412.5,398.54,0.20544,-0.19976,4.4,0.135,4.265,0.9693
SPY220511C00440000,SPY220511P00415000,2022-05-04,2022-05-11,2022-05-11,7,428.43,392.9,0.18901,-0.19329,3.235,22.085,-18.85,-5.8269
SPY220513C00425000,SPY220513P00396000,2022-05-06,2022-05-13,2022-05-13,7,410.96,401.8,0.19426,-0.19342,3.605,0.02,3.585,0.9945
SPY220516C00414000,SPY220516P00382000,2022-05-09,2022-05-16,2022-05-16,7,398.54,399.909,0.2004,-0.19447,4.18,0.02,4.16,0.9952
SPY220518C00408000,SPY220518P00378000,2022-05-11,2022-05-18,2022-05-18,7,392.9,391.37,0.19417,-0.19953,3.91,0.02,3.89,0.9949
SPY220520C00415000,SPY220520P00388000,2022-05-13,2022-05-20,2022-05-20,7,401.8,387.72,0.19074,-0.20491,3.665,0.93,2.735,0.7462
SPY220523C00412000,SPY220523P00386000,2022-05-16,2022-05-23,2022-05-23,7,399.909,395.442,0.19158,-0.19222,3.085,0.015,3.07,0.9951
SPY220525C00404000,SPY220525P00376000,2022-05-18,2022-05-25,2022-05-25,7,391.37,397.58,0.20767,-0.19201,3.6,0.02,3.58,0.9944
SPY220527C00400000,SPY220527P00374000,2022-05-20,2022-05-27,2022-05-27,7,387.72,414.21,0.20561,-0.19608,3.525,14.19,-10.665,-3.0255
SPY220531C00408000,SPY220531P00382000,2022-05-24,2022-05-31,2022-05-31,7,394.84,414.08,0.18113,-0.19136,2.965,6.09,-3.125,-1.054
SPY220601C00409000,SPY220601P00385000,2022-05-25,2022-06-01,2022-06-01,7,397.58,411.62,0.19817,-0.19132,3.04,2.595,0.445,0.1464
SPY220603C00424000,SPY220603P00404000,2022-05-27,2022-06-03,2022-06-03,7,414.21,410.04,0.19153,-0.20694,2.8,0.02,2.78,0.9929
SPY220608C00422000,SPY220608P00400000,2022-06-01,2022-06-08,2022-06-08,7,411.62,411.58,0.20659,-0.19406,2.98,0.02,2.96,0.9933
SPY220610C00420000,SPY220610P00399000,2022-06-03,2022-06-10,2022-06-10,7,410.04,391.601,0.20376,-0.19923,3.08,7.43,-4.35,-1.4123
SPY220613C00422000,SPY220613P00401000,2022-06-06,2022-06-13,2022-06-13,7,411.69,374.46,0.19938,-0.20565,2.98,26.575,-23.595,-7.9178
SPY220615C00422000,SPY220615P00400000,2022-06-08,2022-06-15,2022-06-15,7,411.58,379.93,0.20779,-0.19791,3.035,20.22,-17.185,-5.6623
SPY220617C00404000,SPY220617P00377000,2022-06-10,2022-06-17,2022-06-17,7,391.601,366.41,0.19293,-0.19489,3.55,10.595,-7.045,-1.9845
SPY220621C00387000,SPY220621P00359000,2022-06-14,2022-06-21,2022-06-21,7,373.88,375.6,0.20268,-0.19754,4.2,0.02,4.18,0.9952
SPY220622C00392000,SPY220622P00366000,2022-06-15,2022-06-22,2022-06-22,7,379.93,374.91,0.19753,-0.18869,3.87,0.015,3.855,0.9961
SPY220624C00379000,SPY220624P00353000,2022-06-17,2022-06-24,2022-06-24,7,366.41,388.58,0.19564,-0.1958,3.195,9.575,-6.38,-1.9969
